incident_id,facility_id,location,incident_datetime,incident_type,description,equipment_id,hazard_id,involved_employee_id,involved_contractor_id,injury_status,potential_consequence,initial_severity,immediate_action,investigation_status,root_cause_category,related_risk_register_id,reported_by_employee_id,reported_at,closure_status,closed_date
INC-0072,FAC-002,"Electrical Distribution Panel area, FAC-002",2026-03-10 13:00:00,Injury,Employee reported lower back strain after repetitive lifting at the Electrical Distribution Panel station.,EQ-0027,HAZ-0062,EMP-0001,,Minor Injury - Treated Offsite,Musculoskeletal injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Procedural Non-Compliance,RISK-0041,EMP-0029,2026-03-10 18:00:00,Closed,2026-04-09
INC-0073,FAC-002,"Ventilation / Dust Collection System area, FAC-002",2026-01-04 18:30:00,Injury,A component fell from overhead storage near Ventilation / Dust Collection System.,EQ-0016,HAZ-0012,EMP-0002,,Minor Injury - Treated Offsite,Head or upper body injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Procedural Non-Compliance,RISK-0001,EMP-0011,2026-01-04 20:30:00,Closed,2026-02-06
INC-0074,FAC-001,"Ventilation / Dust Collection System area, FAC-001",2025-10-07 13:45:00,Injury,Operator found the point-of-operation guard on Ventilation / Dust Collection System propped open during jam-clearing.,EQ-0013,HAZ-0068,EMP-0019,,First Aid Only,Amputation or crush injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Time Pressure / Production Pressure,,EMP-0004,2025-10-07 13:45:00,Closed,2025-11-07
INC-0075,FAC-002,"Electrical Distribution Panel area, FAC-002",2025-06-07 16:15:00,Near Miss,Worker's hand came close to a nip point on Electrical Distribution Panel while clearing a jam.,EQ-0027,HAZ-0050,EMP-0017,,None,Crush injury or amputation,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Design Deficiency,RISK-0026,EMP-0001,2025-06-07 21:15:00,Closed,2025-07-13
INC-0076,FAC-001,"Punch Press area, FAC-001",2025-10-31 15:30:00,Near Miss,"Rigging inspection near Punch Press found a frayed sling, removed from service.",EQ-0001,HAZ-0041,EMP-0019,,None,Struck-by or crush injury,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Human Error,,EMP-0022,2025-10-31 21:30:00,Closed,2025-12-05
INC-0077,FAC-002,"heat stress area, FAC-002",2026-04-22 22:15:00,Injury,Employee reported heat exhaustion symptoms working near heat stress during a summer shift.,,HAZ-0031,EMP-0023,,Minor Injury - Treated Offsite,Heat exhaustion or heat stroke,High,First aid administered; area secured; supervisor notified.,Completed,Human Error,,EMP-0026,2026-04-23 01:15:00,Closed,2026-06-01
INC-0078,FAC-002,"Ventilation / Dust Collection System area, FAC-002",2026-01-28 22:45:00,Injury,Employee's sleeve caught briefly on a moving component of Ventilation / Dust Collection System.,EQ-0016,HAZ-0049,EMP-0014,,Minor Injury - Treated Offsite,Crush injury or amputation,Medium,First aid administered; area secured; supervisor notified.,Completed,Inadequate Engineering Control,,EMP-0001,2026-01-29 03:45:00,Closed,2026-02-27
INC-0079,FAC-001,"Ventilation / Dust Collection System area, FAC-001",2025-08-04 20:00:00,Near Miss,Debris accumulation near Ventilation / Dust Collection System partially blocked an emergency egress path.,EQ-0010,HAZ-0044,EMP-0016,,None,"Slip, trip, or fall injury",Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Communication Breakdown,,EMP-0028,2025-08-04 22:00:00,Closed,2025-08-25
INC-0080,FAC-001,"Hydraulic Press area, FAC-001",2026-07-20 22:45:00,Injury,Employee reported heat exhaustion symptoms working near Hydraulic Press during a summer shift.,EQ-0019,HAZ-0043,EMP-0022,,Minor Injury - Treated Offsite,Heat exhaustion or heat stroke,Low,First aid administered; area secured; supervisor notified.,In Progress,,,EMP-0016,2026-07-21 01:45:00,Open,
INC-0081,FAC-002,"Robotic Welding Arm area, FAC-002",2026-07-17 08:15:00,Near Miss,Employee reported skin irritation after contact with cleaning solvent near Robotic Welding Arm.,EQ-0020,HAZ-0067,EMP-0011,,None,Skin/respiratory irritation or burn,High,Work paused; area inspected; supervisor and EHS notified.,Completed,Procedural Non-Compliance,RISK-0031,EMP-0005,2026-07-17 12:15:00,Closed,2026-08-23
INC-0082,FAC-003,"Hydraulic Press area, FAC-003",2025-05-02 21:30:00,Near Miss,Entry was attempted into a confined space near Hydraulic Press without a permit on file.,EQ-0014,HAZ-0024,EMP-0015,,None,Asphyxiation or severe injury,High,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Training,,EMP-0006,2025-05-02 22:30:00,Closed,2025-05-22
INC-0083,FAC-002,"Electrical Distribution Panel area, FAC-002",2025-05-01 19:00:00,Injury,Employee reported lower back strain after repetitive lifting at the Electrical Distribution Panel station.,EQ-0027,HAZ-0029,EMP-0011,,First Aid Only,Musculoskeletal injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Design Deficiency,RISK-0011,EMP-0017,2025-05-02 01:00:00,Closed,2025-06-03
INC-0084,FAC-002,"Electrical Distribution Panel area, FAC-002",2026-08-19 06:15:00,Property Damage,Forklift struck a storage rack while maneuvering near Electrical Distribution Panel; minor property damage.,EQ-0027,HAZ-0011,EMP-0008,,None,Struck-by injury or property damage,Medium,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Equipment Failure,RISK-0020,EMP-0008,2026-08-19 11:15:00,Open,
INC-0085,FAC-001,"Ventilation / Dust Collection System area, FAC-001",2025-08-13 10:00:00,Near Miss,Forklift operator narrowly avoided a pedestrian near Ventilation / Dust Collection System traffic lane.,EQ-0013,HAZ-0053,,,None,Struck-by injury or property damage,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Training,RISK-0040,EMP-0004,2025-08-13 10:00:00,Closed,2025-09-09
INC-0086,FAC-001,"Forklift (Electric) area, FAC-001",2026-01-04 06:00:00,Property Damage,"Rigging inspection near Forklift (Electric) found a frayed sling, removed from service.",EQ-0003,HAZ-0074,,,None,Struck-by or crush injury,Medium,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Communication Breakdown,RISK-0035,EMP-0010,2026-01-04 10:00:00,Closed,2026-01-28
INC-0087,FAC-001,"Ventilation / Dust Collection System area, FAC-001",2026-01-31 10:00:00,Near Miss,Operator found the point-of-operation guard on Ventilation / Dust Collection System propped open during jam-clearing.,EQ-0013,HAZ-0068,EMP-0019,,None,Amputation or crush injury,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Communication Breakdown,,EMP-0022,2026-01-31 15:00:00,Closed,2026-03-07
INC-0088,FAC-003,"falling object / struck-by area, FAC-003",2026-01-09 19:00:00,Near Miss,A component fell from overhead storage near falling object / struck-by.,,HAZ-0033,EMP-0009,,None,Head or upper body injury,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Procedural Non-Compliance,RISK-0013,EMP-0024,2026-01-10 01:00:00,Closed,2026-02-14
INC-0089,FAC-002,"lockout/tagout violation area, FAC-002",2026-03-09 08:00:00,Unsafe Condition,LOTO device was found removed from lockout/tagout violation while work was still in progress.,,HAZ-0065,EMP-0008,,None,Severe injury during equipment servicing,Medium,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Inadequate Training,,EMP-0001,2026-03-09 12:00:00,Closed,2026-04-07
INC-0090,FAC-003,"Hydraulic Press area, FAC-003",2026-08-10 15:45:00,Near Miss,Forklift struck a storage rack while maneuvering near Hydraulic Press; minor property damage.,EQ-0014,HAZ-0035,EMP-0015,,None,Struck-by injury or property damage,Low,Work paused; area inspected; supervisor and EHS notified.,In Progress,,,EMP-0015,2026-08-10 21:45:00,Open,
INC-0091,FAC-003,"Forklift (Propane) area, FAC-003",2025-12-31 06:00:00,Near Miss,Technician began servicing Forklift (Propane) before verifying zero energy state.,EQ-0004,HAZ-0065,EMP-0012,,None,Severe injury during equipment servicing,High,Work paused; area inspected; supervisor and EHS notified.,Completed,Equipment Failure,,EMP-0012,2025-12-31 09:00:00,Closed,2026-01-20
INC-0092,FAC-002,"Electrical Distribution Panel area, FAC-002",2025-07-17 15:00:00,Injury,Operator reported repetitive strain after an extended shift at Electrical Distribution Panel.,EQ-0027,HAZ-0062,EMP-0026,,Minor Injury - Treated Offsite,Musculoskeletal injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Equipment Failure,RISK-0041,EMP-0023,2025-07-17 21:00:00,Closed,2025-08-08
INC-0093,FAC-002,"Robotic Welding Arm area, FAC-002",2026-02-14 15:30:00,Injury,Worker was struck by an ejected part from Robotic Welding Arm during operation.,EQ-0018,HAZ-0017,EMP-0005,,Recordable Injury,Head or upper body injury,Low,First aid administered; area secured; supervisor notified.,Completed,Inadequate Training,,EMP-0014,2026-02-14 18:30:00,Closed,2026-03-18
INC-0094,FAC-002,"Electrical Distribution Panel area, FAC-002",2025-07-11 19:30:00,Near Miss,Small chemical splash occurred during transfer near Electrical Distribution Panel; PPE limited exposure.,EQ-0009,HAZ-0026,EMP-0023,,None,Skin/respiratory irritation or burn,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Procedural Non-Compliance,RISK-0037,EMP-0001,2025-07-12 01:30:00,Closed,2025-08-14
INC-0095,FAC-003,"Conveyor System area, FAC-003",2026-04-25 08:45:00,Unsafe Condition,Operator found the point-of-operation guard on Conveyor System propped open during jam-clearing.,EQ-0006,HAZ-0054,,,None,Amputation or crush injury,Critical,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Inadequate Engineering Control,RISK-0028,EMP-0030,2026-04-25 14:45:00,Closed,2026-06-01
INC-0096,FAC-002,"Robotic Welding Arm area, FAC-002",2026-01-13 19:00:00,Near Miss,A component fell from overhead storage near Robotic Welding Arm.,EQ-0018,HAZ-0017,EMP-0005,,None,Head or upper body injury,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Maintenance,,EMP-0026,2026-01-13 23:00:00,Closed,2026-02-19
INC-0097,FAC-001,"Ventilation / Dust Collection System area, FAC-001",2025-01-30 15:45:00,Injury,Operator found the point-of-operation guard on Ventilation / Dust Collection System propped open during jam-clearing.,EQ-0013,HAZ-0068,EMP-0004,,First Aid Only,Amputation or crush injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Inadequate Engineering Control,,EMP-0013,2025-01-30 16:45:00,Closed,2025-02-19
INC-0098,FAC-003,"Forklift (Propane) area, FAC-003",2026-06-22 10:00:00,Unsafe Condition,"Interlock on Forklift (Propane) was bypassed, allowing operation with the guard door open.",EQ-0004,HAZ-0075,EMP-0009,,None,Amputation or crush injury,Low,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Communication Breakdown,RISK-0008,EMP-0012,2026-06-22 11:00:00,Closed,2026-07-25
INC-0099,FAC-003,"CNC Machining Center area, FAC-003",2026-05-04 11:00:00,Equipment Failure,Relief valve on CNC Machining Center activated unexpectedly during startup.,EQ-0030,HAZ-0023,,,None,Blast injury or equipment damage,Medium,Equipment shut down and locked out; maintenance notified.,Completed,Inadequate Training,,EMP-0021,2026-05-04 11:00:00,Closed,2026-05-30
INC-0100,FAC-002,"Electrical Distribution Panel area, FAC-002",2025-06-10 07:15:00,Injury,Worker's hand came close to a nip point on Electrical Distribution Panel while clearing a jam.,EQ-0027,HAZ-0050,EMP-0017,,First Aid Only,Crush injury or amputation,High,First aid administered; area secured; supervisor notified.,Completed,Inadequate Maintenance,RISK-0026,EMP-0026,2025-06-10 08:15:00,Closed,2025-07-14
INC-0101,FAC-004,"Overhead Bridge Crane area, FAC-004",2025-08-02 21:30:00,Property Damage,Hydraulic fluid leak from Overhead Bridge Crane reached the floor drain before containment.,EQ-0039,HAZ-0092,EMP-0040,,None,Environmental contamination,Low,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Equipment Failure,,EMP-0031,2025-08-02 21:30:00,Closed,2025-08-27
INC-0102,FAC-004,"Overhead Bridge Crane area, FAC-004",2026-03-15 22:45:00,Injury,Employee's sleeve caught briefly on a moving component of Overhead Bridge Crane.,EQ-0039,HAZ-0084,EMP-0035,,Minor Injury - Treated Offsite,Crush injury or amputation,Medium,First aid administered; area secured; supervisor notified.,Completed,Human Error,RISK-0082,EMP-0033,2026-03-16 02:45:00,Closed,2026-04-12
INC-0103,FAC-004,"confined space hazard area, FAC-004",2025-05-11 06:15:00,Near Miss,Entry was attempted into a confined space near confined space hazard without a permit on file.,,HAZ-0087,EMP-0031,,None,Asphyxiation or severe injury,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Equipment Failure,RISK-0075,EMP-0034,2025-05-11 09:15:00,Closed,2025-06-18
INC-0104,FAC-004,"Robotic Welding Arm area, FAC-004",2025-07-02 13:15:00,Near Miss,Pressure gauge anomaly on Robotic Welding Arm prompted the unit to be taken offline as a precaution.,EQ-0036,HAZ-0091,,,None,Blast injury or equipment damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Human Error,,EMP-0037,2025-07-02 14:15:00,Closed,2025-08-10
INC-0105,FAC-004,"Punch Press area, FAC-004",2025-10-03 12:15:00,Injury,Operator found the point-of-operation guard on Punch Press propped open during jam-clearing.,EQ-0032,HAZ-0079,,,First Aid Only,Amputation or crush injury,High,First aid administered; area secured; supervisor notified.,Completed,Communication Breakdown,RISK-0064,EMP-0033,2025-10-03 17:15:00,Closed,2025-11-04
INC-0106,FAC-004,"Overhead Bridge Crane area, FAC-004",2026-07-22 21:45:00,Property Damage,Hydraulic fluid leak from Overhead Bridge Crane reached the floor drain before containment.,EQ-0039,HAZ-0092,EMP-0034,,None,Environmental contamination,Low,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Human Error,,EMP-0038,2026-07-23 02:45:00,Open,
INC-0107,FAC-004,"heat stress area, FAC-004",2026-08-03 12:00:00,Injury,Employee reported heat exhaustion symptoms working near heat stress during a summer shift.,,HAZ-0080,,,First Aid Only,Heat exhaustion or heat stroke,Low,First aid administered; area secured; supervisor notified.,Completed,Human Error,RISK-0061,EMP-0032,2026-08-03 17:00:00,Open,
INC-0108,FAC-004,"Robotic Welding Arm area, FAC-004",2025-09-12 10:30:00,Injury,Employee reported lower back strain after repetitive lifting at the Robotic Welding Arm station.,EQ-0036,HAZ-0082,EMP-0034,,First Aid Only,Musculoskeletal injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Inadequate Training,RISK-0066,EMP-0040,2025-09-12 16:30:00,Closed,2025-10-12
INC-0109,FAC-004,"Pressure Vessel / Tank area, FAC-004",2025-04-05 14:45:00,Property Damage,Hot work performed near Pressure Vessel / Tank ignited nearby debris; extinguished immediately.,EQ-0031,HAZ-0083,,,None,Burn injury or facility damage,Low,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Inadequate Engineering Control,RISK-0057,EMP-0032,2025-04-05 16:45:00,Closed,2025-05-05
INC-0110,FAC-004,"Forklift (Electric) area, FAC-004",2026-04-14 20:30:00,Near Miss,Pallets stored in the designated walkway near Forklift (Electric) created an obstruction.,EQ-0038,HAZ-0086,EMP-0031,,None,"Slip, trip, or fall injury",Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Communication Breakdown,RISK-0059,EMP-0034,2026-04-15 01:30:00,Closed,2026-05-15
INC-0111,FAC-004,"Robotic Welding Arm area, FAC-004",2025-05-07 06:30:00,Near Miss,"Rigging inspection near Robotic Welding Arm found a frayed sling, removed from service.",EQ-0036,HAZ-0093,EMP-0035,,None,Struck-by or crush injury,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Time Pressure / Production Pressure,,EMP-0034,2025-05-07 07:30:00,Closed,2025-06-06
INC-0112,FAC-004,"Overhead Bridge Crane area, FAC-004",2025-10-22 07:45:00,Environmental,Hydraulic fluid leak from Overhead Bridge Crane reached the floor drain before containment.,EQ-0039,HAZ-0092,EMP-0033,,None,Environmental contamination,Medium,Spill contained with on-site kit; EHS and environmental compliance notified.,Completed,Inadequate Maintenance,,EMP-0032,2025-10-22 13:45:00,Closed,2025-11-26
INC-0113,FAC-004,"Punch Press area, FAC-004",2025-02-09 16:45:00,Near Miss,LOTO device was found removed from Punch Press while work was still in progress.,EQ-0032,HAZ-0089,EMP-0040,,None,Severe injury during equipment servicing,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Design Deficiency,RISK-0096,EMP-0040,2025-02-09 20:45:00,Closed,2025-03-17
INC-0114,FAC-004,"Cooling Tower area, FAC-004",2025-09-24 06:30:00,Near Miss,Hot work performed near Cooling Tower ignited nearby debris; extinguished immediately.,EQ-0037,HAZ-0095,EMP-0035,,None,Burn injury or facility damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Training,RISK-0051,EMP-0040,2025-09-24 09:30:00,Closed,2025-11-02
INC-0115,FAC-004,"housekeeping / walkway obstruction area, FAC-004",2026-04-16 10:00:00,Unsafe Condition,Pallets stored in the designated walkway near housekeeping / walkway obstruction created an obstruction.,,HAZ-0086,,,None,"Slip, trip, or fall injury",Medium,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Time Pressure / Production Pressure,RISK-0059,EMP-0037,2026-04-16 15:00:00,Closed,2026-05-17
INC-0116,FAC-004,"Overhead Bridge Crane area, FAC-004",2025-10-06 18:00:00,Near Miss,Hot work performed near Overhead Bridge Crane ignited nearby debris; extinguished immediately.,EQ-0039,HAZ-0088,,,None,Burn injury or facility damage,Critical,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Training,RISK-0083,EMP-0037,2025-10-06 19:00:00,Closed,2025-11-09
INC-0117,FAC-004,"Forklift (Electric) area, FAC-004",2025-01-04 06:15:00,Property Damage,Overheating was detected on Forklift (Electric) motor housing; no ignition occurred.,EQ-0038,HAZ-0088,,,None,Burn injury or facility damage,Low,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Communication Breakdown,RISK-0083,EMP-0035,2025-01-04 06:15:00,Closed,2025-02-04
INC-0118,FAC-004,"Robotic Welding Arm area, FAC-004",2026-06-24 20:45:00,Property Damage,Hot work performed near Robotic Welding Arm ignited nearby debris; extinguished immediately.,EQ-0036,HAZ-0088,EMP-0035,,None,Burn injury or facility damage,Low,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Equipment Failure,RISK-0083,EMP-0036,2026-06-25 02:45:00,Closed,2026-08-03
INC-0119,FAC-004,"Cooling Tower area, FAC-004",2026-03-19 08:45:00,Near Miss,Entry was attempted into a confined space near Cooling Tower without a permit on file.,EQ-0037,HAZ-0087,,,None,Asphyxiation or severe injury,High,Work paused; area inspected; supervisor and EHS notified.,Completed,Equipment Failure,RISK-0075,EMP-0039,2026-03-19 08:45:00,Closed,2026-04-27
INC-0120,FAC-004,"Standby Generator area, FAC-004",2026-07-08 21:45:00,Equipment Failure,Relief valve on Standby Generator activated unexpectedly during startup.,EQ-0033,HAZ-0081,EMP-0032,,None,Blast injury or equipment damage,Low,Equipment shut down and locked out; maintenance notified.,Completed,Design Deficiency,RISK-0055,EMP-0031,2026-07-09 01:45:00,Closed,2026-08-07
INC-0121,FAC-004,"Punch Press area, FAC-004",2025-12-13 12:00:00,Property Damage,Overheating was detected on Punch Press motor housing; no ignition occurred.,EQ-0032,HAZ-0088,,,None,Burn injury or facility damage,Critical,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Human Error,RISK-0083,EMP-0032,2025-12-13 18:00:00,Closed,2026-01-08
INC-0122,FAC-004,"Overhead Bridge Crane area, FAC-004",2025-11-22 11:45:00,Near Miss,Employee's sleeve caught briefly on a moving component of Overhead Bridge Crane.,EQ-0039,HAZ-0084,EMP-0031,,None,Crush injury or amputation,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Communication Breakdown,RISK-0082,EMP-0032,2025-11-22 17:45:00,Closed,2025-12-30
INC-0123,FAC-004,"Punch Press area, FAC-004",2025-07-19 08:30:00,Unsafe Condition,Entry was attempted into a confined space near Punch Press without a permit on file.,EQ-0032,HAZ-0087,EMP-0033,,None,Asphyxiation or severe injury,Critical,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Design Deficiency,RISK-0075,EMP-0034,2025-07-19 10:30:00,Closed,2025-08-12
INC-0124,FAC-005,"Punch Press area, FAC-005",2025-03-20 16:00:00,Near Miss,Small chemical splash occurred during transfer near Punch Press; PPE limited exposure.,EQ-0042,HAZ-0097,EMP-0044,,None,Skin/respiratory irritation or burn,High,Work paused; area inspected; supervisor and EHS notified.,Completed,Human Error,RISK-0084,EMP-0046,2025-03-20 16:00:00,Closed,2025-04-19
INC-0125,FAC-005,"Industrial Boiler area, FAC-005",2025-10-17 14:30:00,Property Damage,Forklift struck a storage rack while maneuvering near Industrial Boiler; minor property damage.,EQ-0046,HAZ-0106,,,None,Struck-by injury or property damage,Medium,Area secured; damage documented; equipment tagged out of service pending inspection.,Completed,Procedural Non-Compliance,RISK-0077,EMP-0041,2025-10-17 15:30:00,Closed,2025-11-10
INC-0126,FAC-005,"Industrial Boiler area, FAC-005",2026-01-11 07:45:00,Injury,Employee reported heat exhaustion symptoms working near Industrial Boiler during a summer shift.,EQ-0046,HAZ-0112,EMP-0047,,Recordable Injury,Heat exhaustion or heat stroke,High,First aid administered; area secured; supervisor notified.,Completed,Inadequate Engineering Control,,EMP-0043,2026-01-11 07:45:00,Closed,2026-02-15
INC-0127,FAC-005,"Forklift (Propane) area, FAC-005",2025-11-08 14:00:00,Equipment Failure,Pressure gauge anomaly on Forklift (Propane) prompted the unit to be taken offline as a precaution.,EQ-0040,HAZ-0099,,,None,Blast injury or equipment damage,High,Equipment shut down and locked out; maintenance notified.,Completed,Human Error,RISK-0089,EMP-0047,2025-11-08 15:00:00,Closed,2025-12-15
INC-0128,FAC-005,"Forklift (Propane) area, FAC-005",2026-01-06 15:45:00,Near Miss,Relief valve on Forklift (Propane) activated unexpectedly during startup.,EQ-0040,HAZ-0099,EMP-0041,,None,Blast injury or equipment damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Procedural Non-Compliance,RISK-0089,EMP-0044,2026-01-06 20:45:00,Closed,2026-02-09
INC-0129,FAC-005,"Industrial Boiler area, FAC-005",2026-06-20 18:30:00,Near Miss,Forklift operator narrowly avoided a pedestrian near Industrial Boiler traffic lane.,EQ-0046,HAZ-0106,EMP-0042,,None,Struck-by injury or property damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Maintenance,RISK-0077,EMP-0049,2026-06-20 23:30:00,Closed,2026-07-14
INC-0130,FAC-005,"Industrial Boiler area, FAC-005",2026-05-04 17:30:00,Injury,Employee reported heat exhaustion symptoms working near Industrial Boiler during a summer shift.,EQ-0046,HAZ-0112,,,First Aid Only,Heat exhaustion or heat stroke,Medium,First aid administered; area secured; supervisor notified.,Completed,Human Error,,EMP-0043,2026-05-04 19:30:00,Closed,2026-06-01
INC-0131,FAC-005,"Industrial Boiler area, FAC-005",2025-05-11 18:30:00,Near Miss,"Interlock on Industrial Boiler was bypassed, allowing operation with the guard door open.",EQ-0041,HAZ-0105,,,None,Amputation or crush injury,Low,Work paused; area inspected; supervisor and EHS notified.,Completed,Inadequate Maintenance,RISK-0076,EMP-0041,2025-05-11 18:30:00,Closed,2025-06-15
INC-0132,FAC-005,"Industrial Boiler area, FAC-005",2025-11-12 20:00:00,Injury,A component fell from overhead storage near Industrial Boiler.,EQ-0048,HAZ-0102,EMP-0050,,Minor Injury - Treated Offsite,Head or upper body injury,Medium,First aid administered; area secured; supervisor notified.,Completed,Inadequate Engineering Control,RISK-0050,EMP-0046,2025-11-12 21:00:00,Closed,2025-12-18
INC-0133,FAC-005,"Industrial Boiler area, FAC-005",2025-03-13 21:30:00,Near Miss,Forklift operator narrowly avoided a pedestrian near Industrial Boiler traffic lane.,EQ-0041,HAZ-0098,EMP-0044,,None,Struck-by injury or property damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Design Deficiency,RISK-0054,EMP-0046,2025-03-13 22:30:00,Closed,2025-04-16
INC-0134,FAC-005,"Industrial Boiler area, FAC-005",2025-01-02 12:45:00,Injury,Employee slipped on a fluid leak near Industrial Boiler.,EQ-0048,HAZ-0109,EMP-0043,,First Aid Only,"Sprain, fracture, or laceration",Medium,First aid administered; area secured; supervisor notified.,Completed,Human Error,RISK-0090,EMP-0044,2025-01-02 14:45:00,Closed,2025-01-28
INC-0135,FAC-005,"Industrial Boiler area, FAC-005",2025-07-03 09:30:00,Injury,Employee reported heat exhaustion symptoms working near Industrial Boiler during a summer shift.,EQ-0046,HAZ-0112,EMP-0044,,Recordable Injury,Heat exhaustion or heat stroke,Low,First aid administered; area secured; supervisor notified.,Completed,Design Deficiency,,EMP-0042,2025-07-03 09:30:00,Closed,2025-08-09
INC-0136,FAC-005,"Industrial Boiler area, FAC-005",2025-07-29 14:15:00,Near Miss,Forklift operator narrowly avoided a pedestrian near Industrial Boiler traffic lane.,EQ-0041,HAZ-0098,EMP-0046,,None,Struck-by injury or property damage,Medium,Work paused; area inspected; supervisor and EHS notified.,Completed,Design Deficiency,RISK-0054,EMP-0045,2025-07-29 16:15:00,Closed,2025-09-01
INC-0137,FAC-005,"Industrial Boiler area, FAC-005",2026-06-19 19:00:00,Injury,Employee reported heat exhaustion symptoms working near Industrial Boiler during a summer shift.,EQ-0041,HAZ-0108,EMP-0048,,First Aid Only,Heat exhaustion or heat stroke,Low,First aid administered; area secured; supervisor notified.,Completed,Time Pressure / Production Pressure,RISK-0080,EMP-0044,2026-06-20 00:00:00,Closed,2026-07-29
INC-0138,FAC-005,"Punch Press area, FAC-005",2026-05-29 08:45:00,Unsafe Condition,Entry was attempted into a confined space near Punch Press without a permit on file.,EQ-0045,HAZ-0107,EMP-0042,,None,Asphyxiation or severe injury,Low,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Equipment Failure,RISK-0063,EMP-0050,2026-05-29 10:45:00,Closed,2026-06-26
INC-0139,FAC-005,"Industrial Boiler area, FAC-005",2026-07-09 12:45:00,Injury,Employee slipped on a fluid leak near Industrial Boiler.,EQ-0048,HAZ-0109,EMP-0042,,Minor Injury - Treated Offsite,"Sprain, fracture, or laceration",Medium,First aid administered; area secured; supervisor notified.,Completed,Procedural Non-Compliance,RISK-0090,EMP-0050,2026-07-09 14:45:00,Closed,2026-08-15
INC-0140,FAC-005,"Industrial Boiler area, FAC-005",2026-06-18 21:15:00,Injury,Technician on a rolling ladder near Industrial Boiler lost balance briefly while reaching to the side.,EQ-0046,HAZ-0110,EMP-0043,,First Aid Only,Fall injury or fatality,Low,First aid administered; area secured; supervisor notified.,Completed,Human Error,,EMP-0050,2026-06-18 23:15:00,Closed,2026-07-08
INC-0141,FAC-005,"CNC Machining Center area, FAC-005",2026-03-24 12:45:00,Unsafe Condition,Sound level survey near CNC Machining Center exceeded the facility action level without hearing protection in use.,EQ-0043,HAZ-0103,EMP-0048,,None,Hearing loss,Medium,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Inadequate Maintenance,RISK-0091,EMP-0044,2026-03-24 16:45:00,Closed,2026-05-02
INC-0142,FAC-005,"Industrial Boiler area, FAC-005",2026-05-31 09:30:00,Unsafe Condition,Sound level survey near Industrial Boiler exceeded the facility action level without hearing protection in use.,EQ-0046,HAZ-0100,EMP-0044,,None,Hearing loss,Medium,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Inadequate Engineering Control,,EMP-0048,2026-05-31 13:30:00,Closed,2026-07-03
INC-0143,FAC-005,"CNC Machining Center area, FAC-005",2026-02-06 10:00:00,Unsafe Condition,Entry was attempted into a confined space near CNC Machining Center without a permit on file.,EQ-0043,HAZ-0111,EMP-0043,,None,Asphyxiation or severe injury,High,Condition flagged and barricaded pending correction; supervisor notified.,Completed,Time Pressure / Production Pressure,,EMP-0048,2026-02-06 16:00:00,Closed,2026-03-03
